audio_file,text,duration
output\verses\genesis\genesis_11_verse_9.wav,"No hewɔ lɛ, atsɛɔ jɛi akɛ Babilon, ejaakɛ jɛi Yehowa tsake shikpɔŋ lɛ nɔ bii fɛɛ awiemɔ yɛ, ni jɛi Yehowa jɛ egbɛ amɛ eshwã shikpɔŋ lɛ fɛɛ nɔ.",13.04
output\verses\genesis\genesis_11_verse_10.wav,Shem shwiei nɛ: Shem eye afii oha ni efɔ Arpakshad yɛ nu afua lɛ sɛɛ afii enyɔ.,8.87
output\verses\genesis\genesis_11_verse_11.wav,"Be ni Shem fɔ Arpakshad sɛɛ lɛ, eye afii ohai enumɔ eshwie nɔ, ni efɔ bihii kɛ biyei krokomɛi.",9.4
output\verses\genesis\genesis_11_verse_12.wav,"Be ni Arpakshad ye afii nyɔŋmai etɛ̃ kɛ enumɔ lɛ, efɔ Shela.",5.7
output\verses\genesis\genesis_11_verse_13.wav,"Be ni Arpakshad fɔ Shela sɛɛ lɛ, eye afii ohai ejwɛ kɛ etɛ̃ eshwie nɔ; efɔ bihii kɛ biyei krokomɛi.",9.63
output\verses\genesis\genesis_11_verse_14.wav,Shela eye afii nyɔŋmai etɛ̃ ni efɔ Eber.,4.01
output\verses\genesis\genesis_11_verse_15.wav,"Be ni Shela fɔ Eber sɛɛ lɛ, eye afii ohai ejwɛ kɛ etɛ̃ eshwie nɔ; efɔ bihii kɛ biyei krokomɛi.",9.31
output\verses\genesis\genesis_11_verse_16.wav,Eber eye afii nyɔŋmai etɛ̃ kɛ ejwɛ ni efɔ Peleg.,4.67
output\verses\genesis\genesis_11_verse_17.wav,"Be ni efɔ Peleg sɛɛ lɛ, eye afii ohai ejwɛ kɛ nyɔŋmai etɛ̃ eshwie nɔ, efɔ bihii kɛ biyei krokomɛi.",9.67
output\verses\genesis\genesis_11_verse_18.wav,Peleg eye afii nyɔŋmai etɛ̃ ni efɔ Reu.,3.98
output\verses\genesis\genesis_11_verse_19.wav,Be ni efɔ Reu sɛɛ lɛ eye afii ohai enyɔ kɛ nɛɛhu eshwie nɔ; efɔ bihii kɛ biyei krokomɛi.,9.41
output\verses\genesis\genesis_11_verse_20.wav,Reu eye afii nyɔŋmai etɛ̃ kɛ enyɔ ni efɔ Serug.,5.42
output\verses\genesis\genesis_11_verse_21.wav,"Be ni Reu fɔ Serug sɛɛ lɛ, eye afii ohai enyɔ kɛ kpawo eshwie nɔ; efɔ bihii kɛ biyei krokomɛi.",9.54
output\verses\genesis\genesis_11_verse_22.wav,Serug eye afii nyɔŋmai etɛ̃ ni efɔ Nahor.,4.09
output\verses\genesis\genesis_11_verse_23.wav,"Be ni Serug fɔ Nahor sɛɛ lɛ, eye afii ohai enyɔ eshwie nɔ; efɔ bihii kɛ biyei krokomɛi.",9.23
output\verses\genesis\genesis_11_verse_24.wav,Nahor eye afii nyɔŋmai enyɔ kɛ nɛɛhu ni efɔ Tera.,5.5
output\verses\genesis\genesis_11_verse_25.wav,"Be ni Nahor fɔ Tera sɛɛ lɛ, eye afii oha kɛ nyɔŋma kɛ nɛɛhu eshwie nɔ; efɔ bihii kɛ biyei krokomɛi.",9.24
output\verses\genesis\genesis_11_verse_26.wav,Tera eye afii nyɔŋmai kpawo ni efɔ Abram kɛ Nahor kɛ Haran.,6.42
output\verses\genesis\genesis_11_verse_27.wav,"Tera shwiei nɛ. Tera fɔ Abram kɛ Nahor kɛ Haran, ni Haran fɔ Lot.",7.14
output\verses\genesis\genesis_11_verse_28.wav,"Haran gbo yɛ etsɛ Tera hiɛ, yɛ shikpɔŋ nɔ he ni afɔ lɛ yɛ ni ji Ur yɛ Babilon lɛ.",7.81
output\verses\genesis\genesis_11_verse_29.wav,"Abram kɛ Nahor ŋɔ yei; Abram ŋa lɛ gbɛi ji Sarai, ni Nahor ŋa lɛ gbɛi ji Milka, ni ji Iska tsɛ Haran biyoo lɛ.",10.23
output\verses\genesis\genesis_11_verse_30.wav,"Shi Sarai fee kene, ni no hewɔ lɛ, ebɛ bi.",4.48
output\verses\genesis\genesis_11_verse_31.wav,"Tera ŋɔ ebi Abram kɛ Haran bi Lot ni ji enabi lɛ kɛ eshaayoo Sarai, ni ji ebi Abram ŋa lɛ, ni ekɛ amɛje Ur yɛ Babilon koni amɛya Kanaan shikpɔŋ lɛ nɔ; shi be ni amɛbashɛ Haran lɛ, amɛhi jɛi.",19.31
output\verses\genesis\genesis_11_verse_32.wav,"Tera ye afii ohai enyɔ kɛ enumɔ, ni egbo yɛ Haran.",6.57
output\verses\genesis\genesis_12_verse_1.wav,"Yehowa kɛɛ Abram akɛ, “Jee oshikpɔŋ nɛɛ nɔ kɛ ojakumɛi ateŋ kɛ otsɛ we lɛ kɛya shikpɔŋ ni matsɔ̃ɔ bo lɛ nɔ.",10.94
output\verses\genesis\genesis_12_verse_2.wav,"Mahã otsɔ̃ maŋ kpeteŋkple, ni majɔɔ bo, ni mahã ogbɛi ahehee, ni oootsɔ̃ jɔɔmɔ!",8.43
output\verses\genesis\genesis_12_verse_3.wav,"Majɔɔ mɛi ni jɔɔ bo, ni mɔ ni lomɔɔ bo lɛ, malomɔ lɛ; kɛtsɔ̃ onɔ lɛ aaajɔɔ shikpɔŋ lɛ nɔ wekui fɛɛ.”",9.84
output\verses\genesis\genesis_12_verse_4.wav,"Kɛkɛ ni Abram yiŋ, tamɔ bɔ ni Yehowa ekɛɛ lɛ lɛ, ni Lot kɛ lɛ tee. Abram eye afii nyɔŋmai kpawo kɛ enumɔ, be ni eyiŋ kɛjɛ Haran lɛ.",12.57
output\verses\genesis\genesis_12_verse_5.wav,"Eŋɔ eŋa Sarai lɛ kɛ enyɛmi nuu bi Lot lɛ, kɛ amɛnibii fɛɛ, ni amɛyiŋ kɛtee Kanaan shikpɔŋ lɛ nɔ. Be ni amɛshɛ Kanaan shikpɔŋ lɛ nɔ lɛ",12.9
output\verses\genesis\genesis_12_verse_6.wav,"Abram tee ehiɛ tɛ̃ɛ kɛyashi eyashɛ Shekem; etseŋ kɛtee tso krɔŋkrɔŋ ko ni yɔɔ More ŋa lɛ mli lɛ he. Nakai be mli lɛ, Kanaanbii lɛ yɛ shikpɔŋ lɛ nɔ.",14.19
output\verses\genesis\genesis_12_verse_7.wav,"Kɛkɛ ni Yehowa jie ehe kpo etsɔ̃ɔ Abram ni ekɛɛ, “Oshwiei mikɛ nɛkɛ shikpɔŋ nɛɛ baahã.” No hewɔ lɛ, Abram mã afɔleshãa latɛ yɛ jɛi ehã Yehowa, mɔ ni jie ehe kpo etsɔ̃ɔ lɛ lɛ.",15.7
output\verses\genesis\genesis_12_verse_8.wav,"Abram fã yɛ jɛi kɛtee gɔŋ ko ni yɔɔ Betel bokãgbɛ lɛ he, ni eshi ebuu yɛ jɛi; Betel ye anaigbɛ, ni Ai ye bokãgbɛ. Jɛi hu ema afɔleshãa latɛ yɛ ehã Yehowa, ni eja Yehowa yɛ jɛi.",18.03
output\verses\genesis\genesis_12_verse_9.wav,Abram tsa egbɛnyiɛmɔ lɛ nɔ kɛmiiya wuoyi gbɛ lolo.,4.05
output\verses\genesis\genesis_12_verse_10.wav,"Shi hɔmɔ ko ba shikpɔŋ lɛ nɔ; no hewɔ lɛ, Abram yiŋ kɛtee Ijipt koni eyato gbɔ yɛ jɛi, ejaakɛ hɔmɔ lɛ naa wa yɛ shikpɔŋ lɛ nɔ.",11.6
output\verses\genesis\genesis_12_verse_11.wav,"Be ni eshwɛ fioo ni ebaashɛ Ijipt lɛ, ekɛɛ eŋa Sarai akɛ, “Mile akɛ yoo ni he yɔɔ fɛo ji bo, ni kɛ ana bo lɛ, ohe yɛ fɛo;",12.18
output\verses\genesis\genesis_12_verse_12.wav,"ni eeeba mli akɛ kɛ Ijiptbii lɛ na bo lɛ, amɛaakɛɛ akɛ, ‘Eŋa ni.’ Kɛkɛ lɛ amɛaagbe mi, shi bo lɛ amɛaahere oyiwala.",12.69
output\verses\genesis\genesis_12_verse_13.wav,"No hewɔ lɛ, kɛɛmɔ akɛ minyɛmi yoo ji bo, koni ahi ahã mi yɛ ohewɔ, ni miyi ana wala hu yɛ ohewɔ.”",9.99
output\verses\genesis\genesis_12_verse_14.wav,"Be ni Abram bashɛ Ijipt lɛ, Ijiptbii lɛ na yoo lɛ akɛ ehe yɛ fɛo naakpa.",7.1
output\verses\genesis\genesis_12_verse_15.wav,"Farao lumɛi lɛ hu na lɛ, ni amɛyajie eyi amɛhã Farao, ni abaŋɔ yoo lɛ kɛtee Farao we lɛ.",9.16
output\verses\genesis\genesis_12_verse_16.wav,"Sarai hewɔ lɛ Farao hiɛ Abram jogbaŋŋ. Ni no hewɔ lɛ, Abram na toi kɛ tsinai kɛ tejihii kɛ webii kɛ weyei kɛ tejiyei kɛ yoomai.",13.67
output\verses\genesis\genesis_12_verse_17.wav,"Shi Abram ŋa Sarai hewɔ lɛ, Yehowa hã Farao kɛ ewe lɛ na amanehulu ni naa wa.",7.77
output\verses\genesis\genesis_12_verse_18.wav,"No hewɔ lɛ, Farao tsɛ Abram ni ebi lɛ akɛ, “Mɛni ofee mi nɛɛ? Mɛɛba okɛɛɛ mi akɛ yoo lɛ oŋa ni lɛ?",10.35
output\verses\genesis\genesis_12_verse_19.wav,"Mɛɛba okɛɛ akɛ onyɛmi yoo ji lɛ, ni ohã miŋɔ lɛ mifee miŋa lɛ? Agbɛnɛ naa oŋa, ŋɔɔ lɛ ni oya!”",9.59
output\verses\genesis\genesis_12_verse_20.wav,Kɛkɛ ni Farao famɔ hii komɛi eto ehe akɛ amɛyajie lɛ kɛ eŋa kɛ nɔ fɛɛ nɔ ni eyɔɔ lɛ gbɛ.,9.59
output\verses\genesis\genesis_13_verse_1.wav,"Abram kɛ eŋa kɛ nɔ fɛɛ nɔ ni eyɔɔ lɛ je Ijipt, ni Lot fata ehe; amɛtee wuoyigbɛ.",7.97
output\verses\genesis\genesis_13_verse_2.wav,No mli lɛ Abram ena nii babaoo: shĩaŋ kooloi kɛ jwiɛtɛi kɛ shika tsuru.,8.23
output\verses\genesis\genesis_13_verse_3.wav,"Etsa egbɛfãa lɛ nɔ fiofio kɛjɛ wuoyigbɛ aahu kɛtee Betel. Eyashɛ he ko yɛ Betel kɛ Ai teŋ, he ni eshi ebuu lɛ yɛ ni ema afɔleshãa latɛ yɛ tsutsu ko lɛ.",14.82
output\verses\genesis\genesis_13_verse_4.wav,Biɛ Abram ja Yehowa yɛ.,2.65
output\verses\genesis\genesis_13_verse_5.wav,"Lot ni kɛ Abram nyiɛ lɛ hu yɛ toi kɛ tsinai kɛ bui,",4.41
output\verses\genesis\genesis_13_verse_6.wav,"ni no hewɔ lɛ, shikpɔŋ lɛ faaa hãaa amɛ bɔ ni amɛyi enyɔ lɛ fɛɛ amɛaahi he kome, ejaakɛ amɛnibii fa.",10.23
output\verses\genesis\genesis_13_verse_7.wav,Kɛkɛ ni bei ba Abram koolookwɛlɔi lɛ kɛ Lot koolookwɛlɔi lɛ ateŋ. Nɛkɛ be nɛɛ mli lɛ Kanaanbii lɛ kɛ Perizbii lɛ yɛ shikpɔŋ lɛ nɔ.,12.76
output\verses\genesis\genesis_13_verse_8.wav,"Kɛkɛ ni Abram kɛɛ Lot akɛ, “Kaahã bei miiba mi kɛ bo teŋ kɛ mikoolookwɛlɔi lɛ kɛ okoolookwɛlɔi lɛ ateŋ, ejaakɛ nyɛmimɛi ji wɔ.",13.68
output\verses\genesis\genesis_13_verse_9.wav,"Shikpɔŋ muu lɛ fɛɛ kã ohiɛ nɛɛ. Tse ohe yɛ mihe. Kɛji okɔ abɛkugbɛ lɛ, no lɛ makɔ ninejurɔgbɛ; ni kɛji okɔ ninejurɔgbɛ lɛ, no lɛ makɔ abɛkugbɛ.”",14.14
output\verses\genesis\genesis_13_verse_10.wav,"Kɛkɛ ni Lot wo ehiɛ nɔ ni ekwɛ shikpɔŋ lɛ kɛkpe, ni ena akɛ Yordan jɔɔ lɛ fɛɛ yɛ frɔ̃frɔ̃ aahu kɛtee Zoar tɔ̃ɔ. Etamɔ Yehowa trom lɛ aloo Ijipt shikpɔŋ lɛ. Nɛkɛ be mli lɛ, Yehowa kpãtãko Sodom kɛ Gomora hiɛ.",20.26
output\verses\genesis\genesis_13_verse_11.wav,"Kɛkɛ ni Lot kɔ Yordan jɔɔ lɛ fɛɛ, ni efã kɛtee bokãgbɛ. Bɔ ni fee ni amɛyi enyɔ lɛ amɛgbala mli nɛ.",9.34
output\verses\genesis\genesis_13_verse_12.wav,"Abram hi Kanaan shikpɔŋ lɛ nɔ, ni Lot hi maji ni yɔɔ Yordan jɔɔ lɛ mli lɛ amli. Lot shi ebuu lɛ shii abɔ kɛyashi be ni eyashɛ Sodom.",13.44
output\verses\genesis\genesis_13_verse_13.wav,"Shi Sodombii lɛ yiwalɔi ji amɛ, ni amɛfeɔ esha amɛshiɔ Yehowa.",6.71
output\verses\genesis\genesis_13_verse_14.wav,"Be ni Lot kɛ Abram egbala mli sɛɛ lɛ, Yehowa kɛɛ Abram akɛ, “Wo ohiɛ nɔ, ni ojɛ he ni oyɔɔ lɛ okwɛ kooyigbɛ kɛ wuoyigbɛ kɛ bokãgbɛ kɛ anaigbɛ shikpɔŋ ni onaa nɛɛ,",16.69
output\verses\genesis\genesis_13_verse_15.wav,bo kɛ oshwiei mikɛbaahã kɛaatee naanɔ.,4.11
output\verses\genesis\genesis_13_verse_16.wav,"Mahã oshwiei afa tamɔ shikpɔŋ mlu, ni kɛji mɔ ko aaanyɛ shikpɔŋ mlu akane lɛ, belɛ aaanyɛ oshwiei lɛ hu akane.",10.33
output\verses\genesis\genesis_13_verse_17.wav,"Tee shi, nyiɛmɔ shikpɔŋ lɛ nɔ kɛtsɔ̃ ekɛlɛ kɛ elɛɛmɔ nɔ, shi bo mikɛbaahã”.",7.03
output\verses\genesis\genesis_13_verse_18.wav,"Kɛkɛ ni Abram fã ebuu lɛ, ni eba ebahi Mamre tsei krɔŋkrɔŋi lɛ ni yɔɔ Hebron lɛ amasɛi, ni ema afɔleshãa latɛ yɛ jɛi ehã Yehowa.",14.56
output\verses\genesis\genesis_14_verse_1.wav,"Maŋtsɛmɛi ejwɛ, Babilon maŋtsɛ Amrafel kɛ Elasar maŋtsɛ Ariok kɛ Elam maŋtsɛ Kedorlaomer kɛ Goiim maŋtsɛ Tidal abei amli lɛ,",12.96
output\verses\genesis\genesis_14_verse_2.wav,maŋtsɛmɛi nɛɛ fã ta amɛshi Sodom maŋtsɛ Bera kɛ Gomora maŋtsɛ Birsha kɛ Adma maŋtsɛ Shinab kɛ Zeboim maŋtsɛ Shemeber kɛ Bela ni ji Zoar maŋtsɛ lɛ.,14.38
output\verses\genesis\genesis_14_verse_3.wav,Maŋtsɛmɛi nɛɛ fɛɛ fee ta kome yɛ Sidim jɔɔ lɛ ni etsɔ̃ Ŋoo Ŋshɔ agbɛnɛ lɛ mli.,7.32
output\verses\genesis\genesis_14_verse_4.wav,"Maŋtsɛmɛi nɛɛ sɔmɔ Kedorlaomer afii nyɔŋma kɛ enyɔ, shi afi ni ji nyɔŋma kɛ etɛ̃ lɛ nɔ lɛ, amɛtse atua.",8.94
output\verses\genesis\genesis_14_verse_5.wav,"Afi ni ji nyɔŋma kɛ ejwɛ lɛ nɔ lɛ, Kedorlaomer kɛ maŋtsɛmɛi ni fata ehe lɛ ba ni amɛbaye Refabii anɔ kunim yɛ Ashterot-Karnaim. Amɛye Zuzbii anɔ yɛ Ham, ni amɛye Embii anɔ yɛ Kiriataim ŋa lɛ nɔ.",18.71
output\verses\genesis\genesis_14_verse_6.wav,"Amɛye Horbii hu anɔ yɛ amɛgɔŋ Edom lɛ nɔ, ni amɛnyiɛ amɛsɛɛ kɛyashi El-Paran ni kã shiaŋa kplanaa lɛ naa lɛ.",10.63
output\verses\genesis\genesis_14_verse_7.wav,"Amɛku amɛsɛɛ ni amɛba En-mishpat, (no ji Kadesh) ni amɛye Amalekbii ashikpɔŋ lɛ fɛɛ nɔ, kɛ Amorbii ni yɔɔ Hazazon-Tamar lɛ hu anɔ.",12.78
output\verses\genesis\genesis_14_verse_8.wav,"Kɛkɛ ni Sodom maŋtsɛ kɛ Gomora maŋtsɛ kɛ Adma maŋtsɛ kɛ Ziboim maŋtsɛ kɛ Bela, ni atsɛɔ lɛ Zoar hu lɛ maŋtsɛ lɛ fã, ni amɛbagba ta yɛ Sidim jɔɔ lɛ mli,",13.82
output\verses\genesis\genesis_14_verse_9.wav,ni amɛkɛ Elam maŋtsɛ Kedorlaomer kɛ Goiim maŋtsɛ Tidal kɛ Babilon maŋtsɛ Amrafel kɛ Elasar maŋtsɛ Ariok bawu; maŋtsɛmɛi ejwɛ kɛ maŋtsɛmɛi enumɔ wu.,14.37
output\verses\genesis\genesis_14_verse_10.wav,"Shi Sidim jɔɔ lɛ mli lɛ, amãtɛ bui sɔŋŋ yɔɔ jɛi. Awo Sodom kɛ Gomora maŋtsɛmɛi lɛ afoi, ni amɛnyɔnyɔi bui lɛ amli, shi maŋtsɛmɛi ni eshwɛ lɛ jo foi kɛtee gɔŋ lɛ nɔ.",15.31
output\verses\genesis\genesis_14_verse_11.wav,"No hewɔ lɛ, maŋtsɛmɛi ejwɛ lɛ ŋɔ Sodom kɛ Gomora nii fɛɛ kɛ niyenii fɛɛ, ni amɛyiŋ amɛtee.",9.06
output\verses\genesis\genesis_14_verse_12.wav,Amɛŋɔ Abram nyɛmibi Lot ni yɔɔ Sodom lɛ hu kɛ enibii kɛtee.,5.79
output\verses\genesis\genesis_14_verse_13.wav,"Shi nuu ko ni jo foi kɛjɛ ta lɛ mli lɛ ba ni ebagba Abram, Hebrinyo lɛ ni ehe shi yɛ he ni Mamre, Amornyo lɛ, wɔŋ koo lɛ yɔɔ lɛ. Shi Eshkol kɛ Aner nyɛmi ji Mamre; ni amɛkɛ Abram ekpãŋ.",16.9
output\verses\genesis\genesis_14_verse_14.wav,"Be ni Abram nu akɛ aŋɔ enyɛmibi lɛ nom lɛ, ekɛ etsuji ohai etɛ̃ kɛ nyɔŋma kɛ kpaanyɔ ni le ta he nii, ni afɔ amɛ yɛ ewe lɛ, fã ta, ni etiu maŋtsɛmɛi lɛ kɛtee Dan.",14.99
output\verses\genesis\genesis_14_verse_15.wav,"Ekɛ etsuji lɛ gba ta wo amɛhe nyɔɔŋ, ni enine tsɔ̃ amɛnɔ, ni etiu amɛ kɛtee Hoba ni yɔɔ Damasko kooyigbɛ lɛ.",10.69
output\verses\genesis\genesis_14_verse_16.wav,"Eŋɔ nibii lɛ fɛɛ kɛ enyɛmibi Lot lɛ hu kɛ enibii lɛ, kɛ yei lɛ hu kɛ maŋbii lɛ kɛku sɛɛ kɛba.",8.81
output\verses\genesis\genesis_14_verse_17.wav,"Be ni Abram eye Kedorlaomer kɛ maŋtsɛmɛi ni fata ehe lɛ anɔ kunim ni eku esɛɛ eba lɛ, Sodom maŋtsɛ lɛ tee eyakpee lɛ yɛ Shaveh Jɔɔ ni atsɛɔ jɛi Maŋtsɛ Jɔɔ lɛ mli.",14.86
output\verses\genesis\genesis_14_verse_18.wav,Ni Salem maŋtsɛ Melkizedek kɛ aboloo kɛ wain ba. Ŋwɛi Flooflo Nyɔŋmɔ lɛ osɔfo ji lɛ.,8.31
output\verses\genesis\genesis_14_verse_19.wav,"Ejɔɔ Abram ni ekɛɛ, “Ŋwɛi Flooflo Nyɔŋmɔ, ŋwɛi kɛ shikpɔŋ bɔlɔ lɛ ajɔɔ Abram;",7.77
output\verses\genesis\genesis_14_verse_20.wav,ni ajie Ŋwɛi Flooflo Nyɔŋmɔ lɛ ni hã oye ohenyɛlɔi lɛ anɔ kunim lɛ yi.” Ni Abram hã Melkizedek nii lɛ fɛɛ mlijai nyɔŋma mli ekome.,12.26
output\verses\genesis\genesis_14_verse_21.wav,"Kɛkɛ lɛ Sodom maŋtsɛ lɛ kɛɛ Abram akɛ, “Ŋɔɔ migbɔmɛi lɛ ohã mi, shi haa nibii lɛ ŋɔɔ ohã ohe.”",9.26
output\verses\genesis\genesis_14_verse_22.wav,"Shi Abram kɛɛ Sodom maŋtsɛ lɛ akɛ, “Mina Ŋwɛi Flooflo Nyɔŋmɔ ni ji ŋwɛi kɛ shikpɔŋ bɔlɔ lɛ",8.18
output\verses\genesis\genesis_14_verse_23.wav,"akɛ kɛjɛ kpãa nɔ aahu kɛyashi tokota naa kpãa nɔ, nɔ fɛɛ nɔ ni ji onɔ lɛ, kɛji mikɔ eko fii! Koni okakɛɛ akɛ, ‘Mi, mifee Abram niiatsɛ.’",13.59
output\verses\genesis\genesis_14_verse_24.wav,"Miŋɔɔɔ nɔ ko nɔ ko akɛ ja nɔ ni oblahii lɛ eye kɛkɛ, kɛ hii ni kɛ mi tee lɛ, Aner kɛ Eshkol kɛ Mamre; amɛ lɛ hã ni amɛŋɔ amɛgbɛfaŋnɔ lɛ.”",14.73
output\verses\genesis\genesis_15_verse_1.wav,"Enɛ sɛɛ lɛ Yehowa kɛ Abram wie yɛ ninaa mli akɛ, “Kaashe gbeyei, Abram, mabu ohe, ni mabaa oyi.”",10.0
output\verses\genesis\genesis_15_verse_2.wav,"Shi Abram kɛɛ, “Nuŋtsɔ Nyɔŋmɔ, mɛni obaahã mi, mi ni minyiɛ ni mibɛ bi ni mɔ ni baaye migboshinii lɛ ji Eliezer, Damaskonyo nɛɛ?”",12.56
output\verses\genesis\genesis_15_verse_3.wav,"Abram tee nɔ ekɛɛ, “Naa, mi lɛ, ohãko mi shwie ko, ni nyɔŋ ni afɔ lɛ yɛ miwe lɛ baaye minii.”",9.13
output\verses\genesis\genesis_15_verse_4.wav,"Kɛkɛ ni Yehowa kɛɛ Abram akɛ, “Mɔ nɛ yeŋ onii; shi moŋ bi ni aaajɛ bo diɛŋtsɛ omusuŋ lɛ, lɛ ebaaye onii.”",10.61
output\verses\genesis\genesis_15_verse_5.wav,"Nyɔŋmɔ kɛ Abram je kpo ni ekɛɛ lɛ akɛ, “Kwɛmɔ ŋwɛi koo, ni okane ŋulamii lɛ akɛ ooonyɛ amɛ okane lo.” Ekɛɛ Abram akɛ, “Bɔ ni oshwiei aaatamɔ nɛ.”",13.48
output\verses\genesis\genesis_15_verse_6.wav,"Abram kɛ ehiɛ fɔ̃ Yehowa nɔ, ni no hewɔ lɛ, Yehowa na ehe tsuijurɔ.",6.5
output\verses\genesis\genesis_15_verse_7.wav,"Kɛkɛ ni Nyɔŋmɔ kɛɛ Abram akɛ, “Mi ji Yehowa mɔ ni jie bo kɛjɛ Ur yɛ Babilonbii ashikpɔŋ lɛ nɔ koni maŋɔ nɛkɛ shikpɔŋ nɛɛ mahã bo akɛ onɔ lɛ.”",12.34
output\verses\genesis\genesis_15_verse_8.wav,"Shi Abram bi akɛ, “Ao Nuŋtsɔ Nyɔŋmɔ, mɛni mikɛaale akɛ eeetsɔ̃ minɔ?”",7.34
output\verses\genesis\genesis_15_verse_9.wav,"Nyɔŋmɔ kɛɛ lɛ akɛ, “Kɛ tsinayoo ni eye afii etɛ̃ kɛ too abotiayoo ni eye afii etɛ̃ kɛ ojwɛni ni eye afii etɛ̃ kɛ kosɛɛ okpo kɛ shĩa okpo aba.”",14.87
output\verses\genesis\genesis_15_verse_10.wav,"Abram kɛ enɛɛmɛi fɛɛ ba. Abram folɔ amɛmli enyɔɔnyɔɔnyɔ, ni eto fãfãi lɛ eshwie biɛ kɛ biɛ, eko yɛ eko ŋlɛnɔ; shi loofɔji lɛ efolɔɔɔ amɛmli.",14.7
output\verses\genesis\genesis_15_verse_11.wav,"Kɛkɛ ni loofɔji ni yeɔ loo kpeleke shi basɔmɔ kooloi agbohii lɛ anɔ, shi Abram shwie amɛ.",8.79
output\verses\genesis\genesis_15_verse_12.wav,"Be ni hulu yaa eyanyɔ shi lɛ, wɔ ni tsii nyɔ Abram nɔ, ni duŋ kpii kɛ gbeyei ni naa wa mɔ lɛ.",8.32
output\verses\genesis\genesis_15_verse_13.wav,"Kɛkɛ ni Yehowa kɛɛ Abram akɛ, “Na ole akɛ oshwiei aaatsɔ̃mɔ gbɔi yɛ shikpɔŋ ni jeee amɛnɔ nɔ ni amɛaasɔ̃mɔ shikpɔŋ lɛ nɔ bii lɛ ni gbɔmɛi nɛɛ aaawa oshwiei lɛ ayi afii ohai ejwɛ.",16.79
output\verses\genesis\genesis_15_verse_14.wav,"Shi nakai jeŋmaŋ lɛ hu ni amɛaasɔ̃mɔ lɛ, magbala amɛtoi, ni no sɛɛ lɛ, oshwiei lɛ aaashi jɛi kɛ nii babaoo.",11.04
output\verses\genesis\genesis_15_verse_15.wav,Bo lɛ oooyanina otsɛmɛi lɛ yɛ hejɔlɛ mli; ni aaafu bo be mli ni ogbɔ gbɔlɛ kpakpa.,7.33
output\verses\genesis\genesis_15_verse_16.wav,Shi yinɔ ni ji ejwɛ sɛɛ lɛ oshwiei lɛ aaaku amɛsɛɛ kɛaaba biɛ ekoŋŋ; ejaakɛ eshai ni Amorbii feɔ lɛ shɛko he ni kɛ eshɛ ni abaagbala amɛtoi.”,13.2
output\verses\genesis\genesis_15_verse_17.wav,"Ni be ni hulu enyɔ shi ni hiɛ ebu lɛ, naa, kukwɛi kɛ emli la ni miifã lasu kɛ kɔti ni miitso gboŋaa batsɔ̃ loi fãfãafãi lɛ ateŋ kɛho.",12.76
output\verses\genesis\genesis_15_verse_18.wav,"Ni nakai gbi lɛ, Nyɔŋmɔ kɛ Abram kpãŋ ni ekɛɛ, “Oshwiei lɛ mikɛ nɛkɛ shikpɔŋ nɛɛ baahã, kɛjɛ Ijipt faa lɛ naa kɛyashi faa kpeteŋkple ni ji Eufrate Faa lɛ naa.",15.3
output\verses\genesis\genesis_15_verse_19.wav,Kenbii kɛ Kenizbii kɛ Kadmonbii,4.48
output\verses\genesis\genesis_15_verse_20.wav,kɛ Hitbii kɛ Perizbii kɛ Refabii 21kɛ Amorbii kɛ Kanaanbii kɛ Girgashbii kɛ Yebusbii ashikpɔŋ lɛ.”,4.64
output\verses\genesis\genesis_16_verse_1.wav,"Agbɛnɛ Sarai, Abram ŋa lɛ fɔɔɔ; shi eyɛ weyoo Ijiptyoo ko ni egbɛi ji Hagar.",8.94
output\verses\genesis\genesis_16_verse_2.wav,"Ni Sarai kɛɛ Abram akɛ, “Naa, Yehowa etsi mifɔmɔ naa. Okɛ minyɔŋyoo lɛ ayawɔ; eko lɛ mana bii kɛaatsɔ̃ enɔ.” Ni Abram bo Sarai toi.",14.62
output\verses\genesis\genesis_16_verse_3.wav,"No hewɔ lɛ, Sarai ŋɔ Ijiptyoo Hagar, eweyoo lɛ, ehã ewu Abram gbãlã, be ni Abram eye afii nyɔŋma yɛ Kanaan shikpɔŋ lɛ nɔ lɛ.",12.66
output\verses\genesis\genesis_16_verse_4.wav,"Abram kɛ Hagar na musu; shi be ni Hagar na akɛ ehiɛ musu lɛ, ewula lɛ heguɔ gbo yɛ ehiɛ.",8.21
output\verses\genesis\genesis_16_verse_5.wav,"Kɛkɛ ni Sarai kɛɛ Abram akɛ, “Sane ni eŋɔɔɔ ni akɛyeɔ mi nɛɛ, sɔ̃ lɛ atere bo! Mikɛ miweyoo lɛ hã bo; shi kɛjɛ be ni ena akɛ ena musu lɛ, mihiɛ eshwiei shi yɛ ehiɛ. Nyɔŋmɔ aaakojo mi kɛ bo teŋ sane nɛɛ.”",19.29
output\verses\genesis\genesis_16_verse_6.wav,"Shi Abram kɛɛ Sarai akɛ, “Naa, oweyoo lɛ yɛ odɛ̃ŋ; feemɔ lɛ bɔ ni osumɔɔ.” No hewɔ lɛ, Sarai nyɛ Hagar hiɛ, ni Hagar jo foi kɛje eŋɔɔ.",15.02
