"word","phoneme","meaning","part_of_speech"
"gamaa","g à̰ m à̰ à̰","without understanding, uncomprehending"
"gami","g à m í","a wild fruit"
"gamlɛ","g á m l̀ ɛ̀","cone-shaped, pointed head"
"ganee","g á̰ n é é","sole, solely, alone, singly"
"gangi","g á ŋ̀ g ì","gang, any group of people who are up to no good"
"ganya","g á ɲ a","eat voraciously"
"Ganyo","g à̰ ɲ ò","Ga man; Ga person"
"gaŋgaŋ","g á̰ ŋ́ g á̰ ŋ́","raw, untrained, uncouth in manner"
"gaŋŋ","g á̰ ŋ́ ŋ́","sole, solely, alone, singly"
"garantii","g à r à ǹ t í ì","shoes with thick soles and high, block-like heels"
"gari","g à r í","a food, a preparation from roasted and grated cassava"
"Gasɛɛsɛɛ","g à̰ s ɛ̀ ɛ̀ s ɛ̀ ɛ̀","irony"
"gawoo","g à w ò ò","customary marriage ceremony. Considered to be an engagement ceremony if it is to be followed by a church celebration"
"gba","gb à","tell, divulge, talk about"
"gba","gb à","prophesy, divine, proclaim"
"gba","gb à","clear virgin land for farming"
"gba","gb à̰","marry, cohabit (of a woman)"
"gba","gb à̰","be promiscuous"
"gba","gb à̰","practice a type of herbal medicine"
"gba","gb á","bloom, sprout"
"gba","gb á","grow, wax, increase"
"gba","gb á","split"
"gba","gb á","strike"
"gba","gb á","upset, disturb, worry"
"gba","gb á","lay"
"gba","gb á","run, race off"
"gba","gb á","turn"
"gba","gb á","lucky, fortunate"
"gba","gb á","steal"
"gba","gb à","width of cloth"
"gbaa","gb à à","courage, daring, foolhardiness"
"gbaa","gb à à","a fish, jack or horse mackerel"
"gbaashara","gb à à ʃ r̀ à","horse mackerel, salted and dried"
"gbabugbabuu","gb á b ú gb à b ù ù","big, unwieldy"
"gbabuu","gb à b ù ù","big, unwieldy"
"gbafi","gb à f ì","a small insect found on surface of a water body, especially, pond, pool; pondskater"
"gbagayaa","gb à g à j á à","a kind of imported salted fish"
"gbai","gb à í","cheek, cheeks"
"gbaja","gb à dʒ á","pouch"
"gbaja","gb á dʒ á á","a venereal disease, syphilis"
"gbajaa","gb á dʒ á á","helpless, forlorn"
"gbajee","gb á dʒ é é","spread-eagled, lying on the back"
"gbala","gb l̀ à","drag, draw out, pull"
"gbala","gb l̀ à","remove, pull out"
"gbala","gb l̀ à","punish, chastise"
"gbala","gb ĺ a","explain"
"gbala","gb ĺ a","tear apart, separate"
"gbala","gb ĺ a","strike, hit"
"gbala","gb l̀ à̰","marriage (of a woman)"
"gbalafitemɔ","gb l̀ à f í t é m ɔ̰","adultery, divorce"
"gbalai","gb ĺ à ì","shabby"
"gbalaigbalai","gb ĺ à ì gb ĺ à ì","shabby, tattered"
"gbalamɔ","gb ĺ à m ɔ̰̀","explaining"
"gbalaŋŋ","gb l̀ à̰ ŋ̀ ŋ̀","pungent, strong-smelling"
"gbalaŋŋ","gb ĺ á̰ ŋ́ ŋ́","violently and noisily"
"gbalashihilɛ","gb l̀ à̰ ʃ ḭ̀ h ḭ̀ l ɛ̀","marriage, the married state"
"gbalatsemɔ","gb l̀ à̰ ʃ é m ɔ̰","divorce"
"gbale","gb á l e","flash"
"gbale","gb á l e","return"
"gbalɛ","gb à l ɛ̀","prophecy"
"gbalɔ","gb à l ɔ̀","prophet"
"gbalɔ","gb à̰ l ɔ̀","promiscuous person"
"gbangbama","gb á̰ ŋ́ gb á̰ m á̰","destitute, homeless person"
"gbantii","gb à̰ ǹ t ḭ̀ ḭ̀","undignified, without the dignity or wisdom expected of one's age"
"gbanyaa","gb à ɲ à à","broad"
"gbaŋgbaŋ","gb à̰ ŋ́ gb à̰ ŋ́","forceful, of action upon something"
"gbasua","gb à s ù á","a river fish. Distichodus engycephalus"
"gbatsu","gb à tʃ ṵ̀","grove, especially sacred grove of a deity"
"gbatsu","gb à tʃ ṵ̀","shrine house of a deity, where its priest sleeps"
"gbayaa","gb à j à à","wide"
"gbe","gb è","kill, murder"
"gbe","gb è","extinguash, put out"
"gbe","gb è","strike, pound"
"gbe","gb è","cause to suffer"
"gbe","gb è","close, finish"
"gbe","gb è","be blunt"
"gbe","gb è","make calm, become calm"
"gbe","gb è","disappoint, let down"
"gbe","gb è","fine"
"gbe","gb è","add to"
"gbede","gb é d e","lethargic, weak, tired"
"gbedee","gb è d è è","weak, dull"
"gbee","gb è é","fall"
"gbee","gb è é","cause to fall"
"gbee","gb è é","become bankrupt, fail"
"gbee","gb è é","lose respect, lose social standing"
"gbee","gb è é","strive"
"gbee","gb è é","be equal to"
"gbee","gb è é","extend to, reach"
"gbee","gb è é","thrash, thresh"
"gbee","gb è é","eat"
"gbee","gb è é","beat"
"gbee","gb è é","be patient"
"gbee","gb è è","voice"
"gbee","gb è è","tone, pitch, tune"
"gbee","gb è é","dog"
"gbee","gb è é","promiscuous man"
"gbeebi","gb è é b í","very young dog, puppy"
"gbeekpamɔ","gb è è kp á̰ m ɔ̰","agreement"
"gbeenkashɔ","gb è é ǹ k á s h ɔ̀","a very difficult situation"
"gbekɛ","gb é k ɛ̰","child"
"gbekɛbiashi","gb é ! k ɛ̰́ b í à ʃ ḭ̀","childhood"
"gbekɛbii-abele","gb é ! k ɛ̰́ b í ì à b è l é","a plant, a shrub or small tree. Fluggea virosa, Ixora coccinea"
"gbekɛbii-amadaa","gb é ! k ɛ̰́ b í ì à m á̰ d à á̰","name of a shrub. Cassia occidentalis"
"gbekɛbii-awuɔ","gb é ! k ɛ̰́ b í ì à w ù ɔ̀","name of several plants: a shrub, Sodom apple; an herb. Colotropis procera; Heliotropum indicum"
"gbele","gb é l é","open"
"gbele","gb é l é","open for business or an activity"
"gbele","gb é l é","commission, order"
"gbele","gb é l é","permit, allow"
"gbele","gb ĺ é","be dressed up, be well dressed"
"gbele","gb é l e","death"
"gbelefɔ","gb é ! l é f ɔ́","death sentence"
"gbelefɔ","gb é ! l é f ɔ́","a prostrate herb. Tribulus terrestris"
"gbelekakao","gb é ! l é k á k á ó","collar bone, clavicle"
"gbelekakla","gb é ! l é k à k ĺ á","collar bone, clavicle"
"gbelewu","gb é ! l é w ú","collar bone, clavicle"
"gbelewu","gb é ! l é w ú","skeleton"
"gbemi","gb è m í","vagina, female genital organ"
"gbene","gb è n è","claw"
"gbesaŋe","gb è s à ŋ è","turtle"
"gbese","gb è s è","red ant"
"gbeshi","gb è ʃ ì","personal fate, acquired in one's life time"
"gbetseli","gb é tʃ è l í","stump of a corn stalk"
"gbetsui","gb è tʃ ù í","gbɔtsui"
"gbeyei","gb é j è ì","fear, fearfulness"
"gbeyeilɔ","gb e j è ì l ɔ̀","coward"
"gbeyeishelɔ","gb é j è ì ʃ é l ɔ̀","coward"
"gbeyeishemɔ","gb é j è ì ʃ é m ɔ̰","cowardice, fear"
"gbɛ","gb ɛ̀","scatter, spread out"
"gbɛ","gb ɛ̀","confuse, become confused"
"gbɛ","gb ɛ̀","way, route, path"
"gbɛ","gb ɛ̀","area"
"gbɛ","gb ɛ̀","manner"
"gbɛ","gb ɛ̀","sake, sake of"
"gbɛ","gb ɛ́","pot, water pot"
"gbɛ","gb ɛ̰́","scarification, tribal mark"
"gbɛ","gb ɛ̰́","pimple, rash"
"gbɛdɛgbɛdɛ","gb ɛ̀ d ɛ̀ gb ɛ̀ d ɛ̀","beaten badly by a mob"
"gbɛdɛmoo","gb ɛ̀ d ɛ̀ m ò ò","huge eg. bread, fufu, head"
"gbɛɛ","gb ɛ̀ ɛ́","sound, ring, toll, eg. a bell, telephone"
"gbɛɛ","gb ɛ̀ ɛ̀","heavily, of eating"
"gbɛɛmɔ","gb ɛ̀ ɛ́ m ɔ̰","phone, speech sound"
"gbɛfalɔ","gb ɛ̀ f á̰ l ɔ̀","traveller"
"gbɛfaŋ","gb ɛ̀ f á̰ ŋ","path, course, direction"
"gbɛfaŋ","gb ɛ̀ f á̰ ŋ","section, district, branch"
"gbɛfaŋ","gb ɛ̀ f á̰ ŋ","custom, habit, way, manner"
"gbɛfaŋ","gb ɛ̀ f á̰ ŋ","right, entitlement"
"gbɛgbalɔ","gb ɛ̀ gb á l ɔ","leader, pioneer"
"gbɛhe","gb ɛ̀ h é","position, place"
"gbɛhegbɛi","gb ɛ̀ h é gb ɛ́ ì","postposition, a grammatical noun that often shows direction"
"gbɛi","gb ɛ̀ ɛ́ i","scrotum and testicles"
"gbɛi","gb ɛ́ i","name"
"gbɛi","gb ɛ́ i","reputation"
"gbɛi","gb ɛ́ i","behalf"
"gbɛiatsɛ","gb ɛ̀ ɛ́ ì à tʃ ɛ̀","a person suffering from scrotal elephantiasis"
"gbɛiwiemɔ","gb ɛ́ ì w̌ ì é m ɔ̰","noun"
"gbɛjegbɛ","gb ɛ̀ dʒ è gb ɛ̀","street, high road, highway"
"gbɛjianɔ","gb ɛ̀ dʒ ḭ̀ à n ɔ̰̀","method, plan"
"gbɛjianɔtoo","gb ɛ̀ dʒ ḭ̀ à n ɔ̰̀ t ò ò","system, arrangement, plan, program"
"gbɛkɛ","gb ɛ́ k ɛ̀","evening, from sunset to about 11pm"
"gbɛkɛnaashi","gb ɛ́ k ɛ̀ n à̰ à̰ ʃ ḭ̀","late afternoon, early evening"
"gbɛkpamɔ","gb ɛ̀ kʷ ɛ́ m ɔ̰","expecting, expectation"
"gbɛkwɛmɔ","gb ɛ̀ kʷ ɛ́ m ɔ̰","looking forward to something; expectation; future prospects"
"gbɛlɛ","gb l̀ ɛ̀","grind to a coarse flour, to a powder"
"gbɛlɛ","gb ĺ ɛ","investigate, inquite into"
"gbɛlu","gb ɛ̀ l ú","plenty"
"gbɛmɛ","gb ɛ̀ m ɛ́","fool"
"gbɛmɛɛ","gb ɛ̀ m ɛ̀ ɛ̀","big and broad"
"Gbɛ-mli-laa","gb ɛ̀ m l̀ ḭ̀ l à à","opening ceremony for the annual Hɔmɔwɔ festival for La and Teshi"
"gbɛnaa","gb ɛ̀ n à̰ à̰","role"
"gbɛnaa","gb ɛ̀ n à̰ à̰","position, status, condition"
"gbɛnaanii","gb ɛ̀ n à̰ à̰ n ḭ́ ḭ́","property, right responsibility"
"gbɛnsɛ","gb ɛ̀ ǹ s ɛ́","junction, crossroads"
"gbɛnta","gb ɛ̀ ǹ t á","junction, crossroads"
"gbɛnyiɛlɔ","gb ɛ̀ ɲ ḭ̀ ɛ̰́ l ɔ","traveller"
"gbɛŋmɛɛ","gb ɛ̀ ŋm ɛ̀ ɛ̀","permit, permission"
"gbɛŋmɛɛ wolo","gb ɛ̀ ŋm ɛ̰̀ ɛ̰̀ w ò l ò","licence, permit"
"gbɛŋmɛlɔ","gb ɛ̀ ŋm ɛ̰̀ l ɔ̀","one who gives permission"
"gbɛŋŋ","gb ɛ̰́ ŋ́ ŋ́","stinking"
"gbɛteŋ","gb ɛ̀ t é ŋ̀","mid-way"
"gbɛtsɛŋ","gb ɛ̀ t é ŋ̀","a kind of grass that grows long footpaths; ratstail grass. Sporobulus pyramidalis"
"gbɛtsii","gb ɛ̀ tʃ ḭ̀ ḭ̀","prohibition"
"gbi","gb ḭ́","be dry"
"gbi","gb ḭ́","dry up, evaporate"
"gbi","gb ḭ́","lose weight, become thin, wither"
"gbi","gb ì","day"
"gbidigbidi","gb ì d ì gb ì d ì","fully heavily"
"gbidigbidi","gb í d í gb í d í","well hidden, completely hidden"
"gbidii","gb ì d ì ì","thick, dense"
"Gbiɛnaa","gb ì ɛ̀ n à̰ à̰","May"
"gbigbii","gb ḭ́ ! gb ĺ ḭ́","moad, groan, grumble"
"gbijurɔ","gb ì dʒʷ r̀ ɔ̰̀","holiday, anniversary, festival"
"gbijurɔyeli","gb ì dʒʷ r̀ ɔ̰̀ j é l í","festival celebration"
"gbili","gb í l í","the ceremonial staff of the La Kpa priest"
"gbiligbili","gb l̀ í gb l̀ í","fits, convulsions"
"gbilɔ","gb ì l ɔ́","a ceremonial cudgel, carried by the priest of La Kpa"
"gbine","gb ḭ̀ n è","claw of shellfish"
"gbiŋ","gb ḭ̀ n è","branch of a tree; of an organization"
"gbishaa","gb ì s h à à","description of the sound of sea waves at the shore"
"gblagbla","gb l̀ à gb l̀ à","salty, tainted, upleasant, especially of water. Can also refer to calcium salts in water"
"gblaigblai","gb ĺ à ì gb ĺ à ì","shabby"
"gblami","gb l̀ à m í","a variety of yam"
"gblamu","gb l̀ à m ú","fish-smoking oven or grill, cylindrically built of clay, with rods across the open top on which the fish are laid"
"gblaŋŋ","gb l̀ à ŋ̀ ŋ̀","pungent, strong-smelling"
"gbligbli","gb l̀ ì gb l̀ ì","crunchy but hard"
"gblinii","gb l̀ ì n ḭ̀ ḭ̀","dull, inactive"
"gblɔ","gb l̀ ɔ̀","a plant, bowstring hemp. Sansevaria sp."
"gblɔgblɔ","gb l̀ ɔ̀ gb l̀ ɔ̀","tasty, sweet"
"gblu","gb l̀ ú","stool used in the shrine of traditional priests"
"gblu","gb l̀ ú","describes the manner of puncturing a resisting or inflated object"
"Gbo","gb ò","the season immediately following Homowo, August-September"
"Gbo","gb ò","September"
"gbo","gb ò","die"
"gbo","gb ò","be extinguished, go out"
"gbo","gb ò","come to an end"
"gbo","gb ò","refuse"
"gbo","gb ò","haphazardly"
"gbobalɔ","gb ó b à l ɔ̀","a child born after the death of one of its siblings"
"Gboɛnaa","gb ò ɛ̀ n à̰ à̰","the season preceding Homowo"
"gbogblo","gb ò gb l̀ ò","plank"
"gbogbo","gb ò gb ò","wall"
"gbogboogbo","gb ó gb ó ó gb ó","large, plenty, of an amount of money"
"gbogbotswaa","gb ò gb ò tʃʷ à l ɔ̀","masonry"
"gbogbotswalɔ","gb ò gb ò tʃʷ à l ɔ̀","mason"
"gbohii","gb ó h ḭ̀ ḭ̀","the dead"
"gbohiiaje","gb ó h ḭ̀ à dʒ è è","grave; realm of the dead"
"gbohiianibimɔ","gb ó h ḭ̀ ḭ̀ à n í b í m ɔ̰","the practice of questioning the dead through a diviner"
"gbohiiashitee","gb ó h ḭ̀ ḭ̀ à ʃ ḭ̀ t è è","resurrection of the dead"
"gboi","gb ó ì","die"
"gbojoo","gb ó dʒ ó ó","easy"
"gbokɛlɛ","gb ò k l̀ ɛ́","chains, fetters, handcuff"
"gbokɛlɛfoiakwɛlɔ","gb ò k l̀ ɛ̀ f ó ì à kʷ ɛ́ l ɔ","handcuffs"
"gbokɛlɛfoiatsɛ","gb ò k l̀ ɛ̀ f ó ì à tʃ ɛ̀","jailer, warder in a prison"
"gbokɛlɛfonyo","gb ò k l̀ ɛ̀ f ó ɲ ò","slave"
"gbokɛlɛfonyo","gb ò k l̀ ɛ̀ f ó ɲ ò","handcuffed prisoner"
"gbomɔ","gb ò m ɔ̰̀","g b ɔ̀ m ɔ̰̀"
"gbonyo","gb ó ɲ ò","corpse, dead person, one who has died"
"gbonyo paati","gb ó ɲ ó p á á t ì","reception, often with merry-making, after a burial"
"gbonyobu","gb ó ɲ ò b ú","grave"
"gbonyogbonyo","gb ó ɲ ò gb ó ɲ ò","very, very nasty"
"gbonyotoo","gb ó ɲ ò t ò ò","burial"
"gbonyotoo","gb ó ɲ ò t ò ò","laying of a corpse in state"
"gboŋ","gb ò ŋ̀","hip, hip bone"
"gboŋaa","gb ó ŋ á á","frontage, front side outside, of a house"
"gboŋɛɛ","gb ó ŋ ɛ́ ɛ́","bright, brilliant, like fire"
"gboŋgboŋ","gb ó ŋ́ gb ó ŋ́","scrap-metal work (imitation of the sound of metal-working)"
"gboŋgboŋtsɛ","gb ó ŋ́ gb ó ŋ́ t s ɛ̀","scrap-metal worker"
"gboŋku","gb ò ŋ̀ k ú","hip joint"
"gboŋshika","gb ó ŋ́ ʃ ì k à","ramshackle, of a vehicle"
"gboo","gb ò ó","run"
"gboogbaa","gb ó ò gb á à","badly, inexpertly, carelessly"
"gbosaŋe","gb ò s à ŋ è","the leathery turtle"
"gboshinii","gb ó ! ʃ ḭ́ n ḭ́ ḭ","legacy"
"gbɔ","gb ɔ̀","grow old"
"gbɔ","gb ɔ̀","carve wood"
"gbɔ","gb ɔ̀","plait hair"
"gbɔŋgbɔŋ","gb ɔ̰̀ ŋ̀ gb ɔ̰̀ ŋ̀","very fat, for example, of a baby"
"gbɔɔlɔ","gb ɔ̀ ɔ̀ l ɔ̀","hunter"
"gbɔtolɔ","gb ɔ̀ t ò l ɔ̀","lodger"
"gbɔtoo","gb ɔ̀ t ò ò","lodging, putting up as a guest"
"gbɔtsui","gb ɔ̀ t s ù í","termite hill, anthill, termitarium"
"gbɔwie","gb ɔ̀ t s ù í","black pepper. Piper guineense"
"gbu","gb ù","pierce, bore, prick, inject"
"gbu","gb ú","sound of breaking or cutting"
"gbudugbaŋ","gb ù d ù gb á ŋ̀","metal drum"
"gbugbaa","gb ù d ù gb á ŋ̀","be perplexed"
"gbugbala","gb ù gb l̀ à","heavily"
"gbugblo","gb ú gb ĺ ó","descriptive of the changing sound made by metal drums"
"gbugblu","gb ú ! gb ĺ ú","search frantically"
"gbulɔ","gb ú l ɔ","pierce"
"gbulɔ","gb ù l ɔ́","a ceremonial cudgel, carried by the priest of La Kpa"
"gbulu","gb ù l ú","describes the manner of puncturing a resisting or inflated object"
"gbuulɛ","gb ù ú ! l ɛ́","inoculation"
"gebu wuɔ","g è b ú w ù ɔ́","a person who appears older than his age, yet acts foolishly"
"gegeege","g é g é é g é","noisy, voluble, loquacious, quarrelsome"
"gejee","g è dʒ è è","protruding"
"gelugelu","g è l ú g è l ú","tender, pliable, for example, cartilage"
"gelugelu","g é l u' g é l ú","of movement or gait, like somebody not of normal intelligence"
"geluu","g è l ù ù","wide open, staring, of eyes"
"gɛ","g ɛ̰́","bow"
"gɛdɛmoo","g ɛ̀ d ɛ̀ m ò ò","huge"
"gɛdɛŋ","g ɛ̀ d ɛ̀ ŋ̀","sound of beating drum"
"gɛntiŋŋ","g ɛ̰́ ń t ḭ́ ḭ́","unwieldy"
"gia","g í à","gear"
"gidigaa","g ì d ì g à̰ á̰","wild anger"
"gidigandaŋŋ","g í d í g à̰ ǹ d à̰ ŋ̀ ŋ̀","bulky, tall, heavy"
"gidigidi","g ì d ì g ì d ì","boisterous, turbulent, restless"
"gigiŋtso","g í g í ń tʃ ò","a stirring stick for heavy porridge, eg. banku, kokonte"
"giigiwu","g ì í g í w ú","a large, dark brown ant associated with sugar"
"gini","g í n ì","guinea"
"giri","g ŕ í","be enraged, wild"
"glage","g l̀ á g e","whiskey, schnapps, akpeteshie"
"glagla","g ĺ á̰ g ĺ á̰","full to the brim"
"glase","g l̀ á s è","glass, a hard brittle translucent material"
"glase","g l̀ á s è","drinking glass"
"glatsa","g l̀ à tʃ á","a tree; its fruit"
"glefuu","g ĺ é f ú ú","full, especially with liquid"
"glegle","g l̀ è g l̀ è","of fire, wild"
"gleŋ","g ĺ é ŋ́","sturdily and quickly"
"glɛmɛɛ","g l̀ ɛ̰̀ m ɛ̰̀ ɛ̰̀","big, large"
"glijoo","g ĺ í dʒ ó ó","tall and lanky"
"glomoglomoo","g ĺ ó m ó g l̀ ò m ò ò","tall, high"
"glomoglomoo","g ĺ ó m ó g l̀ ò m ò ò","big"
"gloŋgloŋŋ","g ĺ ó ŋ́ g l̀ ò ŋ̀ ŋ̀","massive, especially of a building"
"gloŋŋ","g l̀ ò ŋ̀ ŋ̀","massive, especially of a building"
"glɔglɔ","g ĺ ɔ́ g ĺ ɔ́","forward in manners, talking out of turn"
"godo","g o d o","red mangrove. Rhizophora racemosa"
"goga","g ò g á","bucket, pail"
"gogɔnigogɔ","g ò g ɔ̰̀ ŋ í g ò g ɔ̰̀","an insect, the praying mantis"
"goi","g ó i","relax, slacken"
"gojogojoo","g ó dʒ ó g ò dʒ ò o","massive, tall, high"
"gojoo","g ò dʒ ò ò","massive, tall, high"
"gome","g ò m é","a kind of music"
"goŋŋ","g ò ŋ̀ ŋ̀","single, sole"
"goosmiti","g ó ó s m̀ ì t ì","goldsmith"
"gowa","g ó w a","guava. Pridium guajava"
"gɔ","g ɔ̰̀","fade, discolour, lose attractiveness"
"gɔ","g ɔ̰̀","become dirty, unkempt"
"gɔ","g ɔ̰̀","hill"
"gɔbigɔbi","g ɔ́ b í g ɔ́ b í","loquacious"
"gɔdɔ","g ɔ̀ d ɔ̀","a large white bird, the cattle egret"
"gɔgɔligɔ","g ɔ̰̀ g ɔ̰̀ l í g ɔ̰","an insect, the praying mantis"
"gɔgɔmi","g ɔ̰̀ g ɔ̰̀ m ḭ́","worm, maggot, catterpillar"
"gɔgɔrɔ","g ɔ̰́ ! g ŕ ɔ","swagger"
"gɔi","g ɔ́ i","belch"
"gɔji","g ɔ̀ dʒ í","corn mill"
"gɔjigɔji","g ɔ̰̀ dʒ ḭ̀ g ɔ̰̀ dʒ ḭ̀","hilly, mountainous"
"gɔmɛɛ","g ɔ̰̀ m ɛ̰̀ ɛ̰̀","without understanding, uncomprehending"
"gɔnti","g ɔ̰̀ ŋ̀ t ḭ̀","thumb, big toe"
"gɔŋ","g ɔ̰̀ ŋ̀","hill, mountain"
"gɔŋgɔ","g ɔ̰́ ŋ́ g ɔ̰́","gong"
"gɔŋgɔmi","g ɔ̰̀ ŋ́ ! g ɔ̰́ m í","an edible sea clam"
"gɔŋgɔŋtiele","g ɔ̰̀ g ɔ̰̀ t í è l é","a children's game, a variety of blind-man's buff in which the blind-folded player identifies one of the players"
"gɔŋkpɔ","g ɔ̰̀ ŋ̀ kp ɔ́","cliff, precipice"
"gɔɔ","g ɔ́ ɔ̀","cemetery"
"gɔta","g ɔ́ t à","drain, gutter"
"gɔviɔɔ","g ɔ̀ c ḭ̀ ɔ̰̀ ɔ̰̀","sluggishly"
"grasin","g r̀ à s í n","kerosene"
"grigri","g r̀ ì g r̀ ì","of fire, wild"
"grɔgrɔ","g ŕ ɔ́ g ŕ ɔ́","forward in manners, talking out of turn"
"grɔŋŋ","g r̀ ɔ́ ŋ́ ŋ́","towering, majestic-looking"
"gu","g ù","cease, cease following a habit, avoid"
"gu","g ù","ban, disband, prohibit"
"Gua","g ù à","a god"
"gua","g ù à","buying and selling, trade"
"Guanyo","g ù à ɲ ò","a person from Cape Coast"
"gudu","g ù d ú","running"
"gugɔ","g ú g ɔ̰","nose"
"gum","g ú ḿ","a large bird, the ostrich"
"gumɔ","g ú m ɔ̰","peel, remove the skin, for example, of plantain"
"guɔ","g ú ɔ","trade, commerce, business"
"guɔ","g ú ɔ","image, reputation"
"guɔnɔ","g ú ɔ̀ n ɔ̰́","good, stock"
"guɔyeli","g ú ɔ̀ j é l í","trade"
"guɔyelɔ","g ú ɔ̀ j è l ɔ̀","trader"
"guuguumi","g ṵ̀ ṵ́ g ṵ́ ! m ḭ́","a large variety of river snail"
"guyaa","g u j à á","shuttle for netting"
"gwa","gʷ á","meeting, council"
"gwabɔɔ","g̀ʷ á b ɔ̀ ɔ̀","assembly, conference"
"Gwannyo","g ṵ̀ à̰ ŋ̀ ɲ ò","Guan person"
"gwannyo","g ṵ̀ à̰ ŋ̀ ɲ ò","bush person, unsophisticated person"
"gwantɛŋ","gʷ à̰ ǹ t ɛ̰́ ŋ́","sheep"
"gwantɛŋ","gʷ à̰ ǹ t ɛ̰́ ŋ́","fool"
"gwao","gʷ à ò","whip, beat, lash, flog"
"ha","h à","loot, scramble for booty, struggle to get something"
"ha","h à","wear cloth, wear raffia"
"ha","h à","wrap, cover with cloth, raffia etc."
"ha","h à","cover a space to conceal what is in it"
"ha","h á̰","give"
"ha","h á̰","let, permit, allow"
"ha","h á̰","bring about, cause"
"ha","h á̰","act for the genefit of, or to affect, another"
"haa","h à à","splinters"
"haa","h à à","torch. Fagara Xanthoxyloides"
"haai","h à à í","a warning shout to children, especially of danger from fire"
"haaji","h à̰ â̰ dʒ ḭ̀ ḭ̀","twin, twins"
"haanii","h à à n ḭ́ ḭ","booty"
"haanɔ","h à à n ɔ̰́","upper cloth of woman's dress"
"habahaba","h á b á h á b á","thin, light, meagre"
"habɔ","h á b ɔ̀","harbour"
"hada","h á̰ d a̰","pull in the stomach"
"hahaaha","h à h à à h à","nervous frenzy"
"hahai","h á̰ h à̰ á̰ ḭ","give things to several people, distribute"
"hahla","h á̰ h ĺ a̰","rinse, wash"
"hai","h á i","hire"
"hai","h ǎ ì","exclamation shouted to ward off animals"
"haigli","h á í g l̀ ì","small metal pellets, shot, gunshot"
"haihai","h á̰ ḭ̀ h á̰ ḭ̀","mistreatment, treating with disdain"
"haku","h á k u","yawn"
"haku","h á k u","bite, of dogs"
"hala","h l̀ à","pick out, select, choose"
"hala","h l̀ à","pick up"
"hala","h à l à","green sea turtle. Chelone mydas"
"hala","h à l à","a fuzzy caterpillar. Contact causes very itchy congestion in the skin"
"hala-apataji","h à l à à p à t à dʒ í","hawksbill turtle"
"hala-ashi","h à l à à ʃ í","hawksbill turtle. Chelone imbricata"
"halahala","h l̀ à h l̀ à","pick out"
"halamɔnii","h l̀ à m ɔ̰̀ n ḭ́ ḭ","selected items; containers for selected item(s)"
"halaŋ","h à̰ l à̰ ŋ̀","a child who is slow in beginning to walk"
"halayoo","h à l à j ò ò","warm and tingly"
"halohalo","h à l ò h à l ò","very soft, for example, cartilage"
"halohalo","h á l ó h á l ó","light, flimsy, insubstantial"
"halohalo","h à l ò h à l ò","shiny, lustrous"
"hama","h á m à̰","hammer"
"hamahama","h à̰ m à̰ h à̰ m à̰","wavy, rough, of water"
"hamlɛ","h á m l̀ ɛ̀","hammer"
"hamɔ","h à̰ m ɔ̰̀","penis"
"hamɔ","h á̰ m ɔ̰̀","giving"
"haŋ","h á ŋ́","suddenly, of somebody running away"
"haŋkɔfu","h á ŋ́ k ɔ́ f ù","handcuffs"
"haŋŋ","h á ŋ́ ŋ́","bringht, well lit"
"haŋtsiŋŋ","h à̰ ŋ̀ tʃ ḭ̀ ḭ̀","well dressed, especially of men"
"hao","h à ò","worry, brother, anny"
"hao","h á ó","a belt used with traditional dress, a string belt made from cloth, in which money and small items are kept"
"haohao","h à ò h à ò","worried, upset"
"haomɔ","h à ò m ɔ̰̀","worry, trouble, problem"
"haraŋŋ","h á r á ŋ́ ŋ́","elegantly"
"hase","h á s e","cask, barrel"
"hatahata","h á t á h á t á","very light, flimsy"
"hawii","h à w í í","soldier fish, squirrel fish. Holocentrus hastatus"
"hayii","h à y í í","land covered by thick forest"
"he","h é","last, endure, take root, preserve"
"he","h ê","buy, get, take"
"he","h ê","charge, require from"
"he","h ê","accept, receive"
"he","h è","body, self. This word is essentially grammatical in function, and frequently translates the English reflexive and reciprocal pronouns"
"he","h é","place, where"
"hebaatsɛ","h è b à̰ à̰ tʃ ɛ̀ ɛ̀","a marriage custom"
"habalamɔ","h è b l̀ á m ɔ̰","shrouding, winding"
"hebo","h è b ò","cloth, to wear"
"Hebri","h í b r̀ ì","Hebrew"
"hedɔlɛ","h è d ɔ̀ l ɛ̀","temperature"
"hedɔlɛ","h è d ɔ̀ l ɛ̀","feeling"
"hedɔɔ","h è d ɔ̀ ɔ̀","lover, close friend"
"hee","h è è","new"
"hefalɔ","h è f á̰ l ɔ","defandant"
"hefatalɔ","h è f á̰ l ɔ","companion, partner, spouse"
"hefatalɔ","h è f á̰ l ɔ","addition"
"hefɛlɛmɔ","h è f ĺ ɛ̰̀ m ɔ̰̀","itching"
"hefɛlɛmɔ","h è f ĺ ɛ̰̀ m ɔ̰̀","impatient, impatience"
"hefɛlɛmɔ","h è f ĺ ɛ̰̀ m ɔ̰̀","cracks on a surface"
"hefɛo","h è f ɛ́ ó","beauty"
"hefɛoyeli","h è f ɛ́ ó j é l í","teasing, scorn"
"hefilimɔ","h è f ĺ ì m ɔ̰̀","spying"
"hegbee","h è gb è è","suicide"
"hegbeyeiwoo","h è gb é j è ì w ò ò","scaring, frightening"
"hegbɛ","h è gb ɛ̀","right, privilege, authority"
"hegbɛ","h è gb ɛ̀","chance, opportunity"
